Sherwood number,Power number,Membrane area list,cp (TDS) list,Pressure drop list,K (TDS) list,f list,Re list,Sh (TDS) list,Pn list,Telescoping potential list,Inlet velocity list,Outlet velocity list,Number of pressure vessels list
15.341274046343907,1389495.494373136,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.8919211499526263, 1.486426781656239, 1.2621064198845144]","[-60820.4754655237, -79761.21019377773, -58322.29061983963]","[2.4993585562017836e-05, 2.4827593089458975e-05, 2.471983723393346e-05]","[1.0140487940458547, 2.0156124599545677, 0.699138418539295]","[278.9188594509949, 207.19386635788413, 258.7369390801465]","[15.341274046343905, 15.341274046343905, 15.341274046343905]","[1389495.4943731355, 1389495.4943731362, 1389495.494373136]","[0.10136745910920616, 0.13293535032296286, 0.09720381769973271]","[0.2500000014139874, 0.1792060301218841, 0.19733575524063102]","[0.11947068674792274, 0.09866787762031551, 0.15004146362934398]","[180.0, 120.0, 60.0]"
15.341274046343907,1930697.7288832497,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.90181311486681, 1.4806410312808982, 1.2533159471554647]","[-85131.1088883772, -111826.83720666291, -81217.73348772562]","[2.499211126258797e-05, 2.4825093038824258e-05, 2.47191873768671e-05]","[1.4423189844040887, 2.8700920798334235, 0.9766768549221756]","[277.97200454394556, 205.37428968007288, 257.63060858616905]","[15.341274046343905, 15.341274046343905, 15.341274046343905]","[1930697.7288832497, 1930697.7288832497, 1930697.7288832492]","[0.14188518148062867, 0.18637806201110485, 0.13536288914620936]","[0.2500000014139874, 0.17767169565738544, 0.1959158056398352]","[0.11844779710492362, 0.0979579028199176, 0.1500414603093322]","[180.0, 120.0, 60.0]"
15.341274046343907,2682695.7952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.9159158267758176, 1.4724722325004196, 1.2410557874398647]","[-119533.79711547075, -157380.83518581555, -113205.4718583716]","[2.498999568804936e-05, 2.482152535226397e-05, 2.471827067642207e-05]","[2.072157366975567, 4.129307534440674, 1.3675130979887395]","[276.63247377452706, 202.8080391218109, 256.07522220405224]","[15.341274046343909, 15.341274046343909, 15.341274046343909]","[2682695.795279727, 2682695.795279727, 2682695.795279727]","[0.19922299519245124, 0.26230139197635927, 0.18867578643061933]","[0.2500000014139874, 0.17550344203132517, 0.1939188423599616]","[0.1170022946875501, 0.0969594211799808, 0.15004145549368716]","[180.0, 120.0, 60.0]"
15.341274046343907,3727593.720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.936246912874189, 1.4608558311859858, 1.223928695522968]","[-168624.78282833006, -222736.70945849502, -158003.64181329205]","[2.498691712279126e-05, 2.4816376618481885e-05, 2.471696965026488e-05]","[3.021865707341272, 6.032084391987933, 1.9212270241435456]","[274.72244372368635, 199.1655274169767, 253.8778421978888]","[15.341274046343909, 15.341274046343909, 15.341274046343909]","[3727593.7203149376, 3727593.720314938, 3727593.7203149386]","[0.28104130471388344, 0.3712278490974917, 0.2633394030221534]","[0.2500000014139874, 0.17241683309642822, 0.19109622446874377]","[0.1149445553976188, 0.09554811223437189, 0.15004144838236855]","[180.0, 120.0, 60.0]"
15.341274046343907,5179474.6792312125,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.9660498082723723, 1.4441545250664203, 1.1999463857277037]","[-239585.91247357609, -317915.9388931382, -220969.7274760318]","[2.4982342246176595e-05, 2.4808823255175172e-05, 2.4715107273236873e-05]","[4.509164899241908, 9.016191699029914, 2.712973888018306]","[271.9665021259961, 193.94632562978035, 250.75174118454788]","[15.341274046343909, 15.341274046343909, 15.341274046343909]","[5179474.67923121, 5179474.6792312125, 5179474.6792312125]","[0.3993098541226268, 0.5298598981552304, 0.3682828791267197]","[0.2500000014139874, 0.16797454368500772, 0.18707751640520046]","[0.11198302912333848, 0.09353875820260023, 0.1500414376029172]","[180.0, 120.0, 60.0]"
15.341274046343907,7196856.730011513,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.010873456154819, 1.419720897994516, 1.1662578426952492]","[-344344.16164635855, -459844.744183816, -309969.07557858864]","[2.4975319885317003e-05, 2.4797470083052792e-05, 2.4712410218265786e-05]","[6.981645432007652, 13.968983726849293, 3.8617537722503723]","[267.9164870345136, 186.3612154830998, 246.26059501161006]","[15.341274046343905, 15.341274046343905, 15.341274046343905]","[7196856.7300115125, 7196856.730011514, 7196856.7300115125]","[0.5739069360772643, 0.7664079069730266, 0.5166151259643144]","[0.2500000014139874, 0.161473207092963, 0.18129631830999907]","[0.10764880472864201, 0.09064815915499953, 0.15004142061658768]","[180.0, 120.0, 60.0]"
15.341274046343907,10000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.0810685686338792, 1.3829359172827513, 1.1188415699622793]","[-504803.31316250673, -679935.7468238979, -436882.06125347695]","[2.4963971997356353e-05, 2.4779800067445493e-05, 2.4708459642555362e-05]","[11.521787150282664, 22.958547092707512, 5.568521142055611]","[261.7915213320999, 175.10926418649046, 239.73736168158706]","[15.341274046343909, 15.341274046343909, 15.341274046343909]","[10000000.0, 10000000.0, 10000000.000000004]","[0.8413388552708446, 1.1332262447064967, 0.7281367687557949]","[0.2500000014139874, 0.1517123357406159, 0.17287457162333678]","[0.1011415571604106, 0.08643728581166839, 0.15004139227071592]","[180.0, 120.0, 60.0]"
19.00168620844212,100000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.6588782839856764, 1.3871140433730187, 1.217592738144345]","[-4312.358050810289, -5655.384603904204, -4184.053775580591]","[3.09606891207401e-05, 3.075645573987588e-05, 3.061895373708713e-05]","[0.06964748329921318, 0.13936038993177305, 0.049926714539075774]","[280.92283961653936, 210.52952954300304, 260.4504671165002]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[100000.00000000001, 100000.0, 100000.0]","[0.007187263418017148, 0.009425641006507005, 0.006973422959300984]","[0.2500000014139874, 0.18225662716900143, 0.19959344404760127]","[0.1215044181126676, 0.09979672202380063, 0.15004152418931177]","[180.0, 120.0, 60.0]"
19.00168620844212,138949.5494373139,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.6594132415718486, 1.3867752368282362, 1.2170564923983496]","[-5995.3264656497295, -7863.529267359891, -5814.708759213949]","[3.0960552079777214e-05, 3.075621963155016e-05, 3.0618891479464295e-05]","[0.09694619525129045, 0.19400404567331325, 0.06940121902414574]","[280.849823548327, 210.3878643641903, 260.36422905805296]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[138949.54943731386, 138949.54943731386, 138949.54943731386]","[0.009992210776082883, 0.013105882112266484, 0.009691181265356582]","[0.2500000014139874, 0.18213760781179789, 0.199482629698622]","[0.12142507187453193, 0.099741314849311, 0.15004152395870068]","[180.0, 120.0, 60.0]"
19.00168620844212,193069.77288832495,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.6601579353326446, 1.3863038179544032, 1.21631111740587]","[-8336.915480767742, -10936.787658225905, -8081.416277622984]","[3.096036119098595e-05, 3.075589089789712e-05, 3.061880487815689e-05]","[0.1350385152488169, 0.2702721921088826, 0.09648740146102155]","[280.74822579372085, 210.1907979066836, 260.2443009631946]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[193069.77288832492, 193069.7728883249, 193069.77288832498]","[0.013894859134612903, 0.018227979430376507, 0.01346902712937164]","[0.2500000014139874, 0.18197201420041628, 0.19932851907354118]","[0.12131467613361084, 0.09966425953677059, 0.15004152363728804]","[180.0, 120.0, 60.0]"
19.00168620844212,268269.57952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.6611953463160047, 1.3856475253190257, 1.215274911076908]","[-11596.581728174508, -15216.865725607184, -11232.777248537943]","[3.096009503759417e-05, 3.075543284009727e-05, 3.061868436292108e-05]","[0.1882806664262685, 0.3769096443706255, 0.13417481240127496]","[280.6067803273975, 209.91654222694257, 260.0774664858119]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[268269.57952797273, 268269.5795279727, 268269.57952797273]","[0.019327636213624183, 0.025361442876011973, 0.018721295414229906]","[0.2500000014139874, 0.1817415024553722, 0.1991141225014889]","[0.12116100163691478, 0.09955706125074446, 0.15004152318878536]","[180.0, 120.0, 60.0]"
19.00168620844212,372759.3720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.6626419976071243, 1.3847331647649392, 1.2138341160745258]","[-16137.615281280778, -21183.061165548297, -15615.03214945371]","[3.095972344010082e-05, 3.0754793877593096e-05, 3.0618516552874324e-05]","[0.262871386143437, 0.5263753092897423, 0.18664091316432915]","[280.4097067028801, 209.53462557125073, 259.8452730186062]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[372759.3720314927, 372759.37203149137, 372759.3720314937]","[0.026896025468801297, 0.0353051019425805, 0.02602505358242285]","[0.2500000014139874, 0.18142039164650509, 0.1988157144786819]","[0.12094692776433673, 0.09940785723934095, 0.15004152256189415]","[180.0, 120.0, 60.0]"
19.00168620844212,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.6646621914167012, 1.3834579021641427, 1.211830213547671]","[-22470.25624508838, -29510.179164387468, -21710.860979819925]","[3.095920363689284e-05, 3.0753901189116395e-05, 3.06182826937468e-05]","[0.3677125046516545, 0.7365896542529417, 0.25973627756447404]","[280.13483063047886, 209.00232177480868, 259.52190832766485]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[517947.4679231212, 517947.4679231212, 517947.4679231211]","[0.037450427075147306, 0.049183631940645775, 0.036184768299699875]","[0.2500000014139874, 0.18097262225020116, 0.19840009783789497]","[0.12064841483346743, 0.09920004891894749, 0.15004152168361604]","[180.0, 120.0, 60.0]"
19.00168620844212,719685.6730011514,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.6674889454243211, 1.3816766196863344, 1.2090420548988654]","[-31314.25151417403, -41153.27033210791, -30194.038507741298]","[3.095847457365485e-05, 3.0752651326294195e-05, 3.0617956411334334e-05]","[0.5157505873382976, 1.0336677879772405, 0.36168085863671817]","[279.750853802757, 208.259505953562, 259.0711696333819]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[719685.6730011513, 719685.6730011518, 719685.6730011514]","[0.052190419190290056, 0.06858878388684651, 0.05032339751290216]","[0.2500000014139874, 0.18034735035420604, 0.1978206943929168]","[0.12023156690280401, 0.0989103471964584, 0.15004152044911714]","[180.0, 120.0, 60.0]"
19.00168620844212,1000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.6714554230639076, 1.3791832428853126, 1.2051606105411934]","[-43691.17008671352, -57474.03399002481, -42006.857900020266]","[3.095744814388521e-05, 3.075089606068619e-05, 3.0617500441485616e-05]","[0.7261463018956233, 1.45635121574591, 0.5040760651700643]","[279.21332040092835, 207.22113971211814, 258.4420925296199]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[1000000.0, 999999.9999999999, 999999.9999999998]","[0.07281861681118922, 0.09579005665004135, 0.0700114298333671]","[0.2500000014139874, 0.1794724640595641, 0.19701189860065613]","[0.1196483093730427, 0.09850594930032806, 0.15004151870593502]","[180.0, 120.0, 60.0]"
19.00168620844212,1389495.494373136,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.6770434383311628, 1.3756825145552538, 1.1997530333360027]","[-61063.90020401851, -80434.3920638028, -58470.69723304458]","[3.095599529556632e-05, 3.074842044084272e-05, 3.0616861790724096e-05]","[1.0279467360820236, 2.063521423487855, 0.7034027643337033]","[278.4585190831981, 205.7660834307476, 257.5625578703689]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[1389495.4943731357, 1389495.494373136, 1389495.494373136]","[0.10177316700669752, 0.13405732010633803, 0.09745116205507429]","[0.2500000014139874, 0.17824483377819733, 0.19588080211262435]","[0.11882988918546486, 0.09794040105631217, 0.1500415162284625]","[180.0, 120.0, 60.0]"
19.00168620844212,1930697.7288832497,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.684961099726097, 1.370745945003866, 1.1922109993803616]","[-85554.5486142, -112903.63635849237, -81445.78040865091]","[3.095392302112291e-05, 3.074490752614171e-05, 3.06159644172103e-05]","[1.466666703711331, 2.9476494404752316, 0.9832958430704815]","[277.3939697779025, 203.72000395969457, 256.32976132079]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[1930697.7288832502, 1930697.7288832497, 1930697.7288832497]","[0.14259091435700003, 0.18817272726415393, 0.13574296734775154]","[0.2500000014139874, 0.1765152137178246, 0.1942948212416902]","[0.11767680914521639, 0.0971474106208451, 0.1500415126748289]","[180.0, 120.0, 60.0]"
19.00168620844212,2682695.7952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.6962732171631298, 1.363740009327235, 1.1816753924836108]","[-120301.00686382332, -159169.59451722444, -113566.04059284258]","[3.0950934078346246e-05, 3.073987906003755e-05, 3.0614697853486846e-05]","[2.116949132148136, 4.2605145766571555, 1.3781244415516534]","[275.8829386430037, 200.82833098687297, 254.59564186258572]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[2682695.7952797273, 2682695.7952797273, 2682695.795279727]","[0.2005016781063722, 0.2652826575287074, 0.1892767343214043]","[0.2500000014139874, 0.17406391250130251, 0.19206270061267833]","[0.11604260833420166, 0.09603135030633916, 0.15004150750985362]","[180.0, 120.0, 60.0]"
19.00168620844212,3727593.720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.712634487960762, 1.3537019885785946, 1.1669244467378306]","[-170079.8876218981, -225845.4484489418, -158593.3815755657]","[3.094655132768112e-05, 3.073258982918059e-05, 3.0612898943890705e-05]","[3.1091866325981146, 6.266538364133436, 1.9389190681990403]","[273.71775357054736, 196.71142555798042, 252.14388090091785]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[3727593.720314938, 3727593.720314939, 3727593.7203149376]","[0.28346647936983016, 0.37640908074823637, 0.26432230262594286]","[0.2500000014139874, 0.17055945102727293, 0.18890433544995075]","[0.1137063006848486, 0.09445216772497537, 0.15004149985762752]","[180.0, 120.0, 60.0]"
19.00168620844212,5179474.6792312125,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.7367415788966412, 1.3391075928536809, 1.1462047601468055]","[-242500.29439817925, -323621.80738063663, -221972.92257329213]","[3.0939962255994906e-05, 3.072182627763734e-05, 3.061032171132908e-05]","[4.692307355358945, 9.465235203923541, 2.743889911216157]","[270.57022872987255, 190.78570860767593, 248.65237600497562]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[5179474.679231214, 5179474.679231213, 5179474.679231212]","[0.40416715733029873, 0.5393696789677278, 0.36995487095548685]","[0.2500000014139874, 0.16548327696912427, 0.18440097665743685]","[0.11032218464608286, 0.09220048832871842, 0.15004148819486895]","[180.0, 120.0, 60.0]"
19.00168620844212,7196856.730011513,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.7733013048743274, 1.317389189460891, 1.116985571164879]","[-350611.61883328896, -471055.8328513113, -311751.3989005932]","[3.092966167008221e-05, 3.070549499781203e-05, 3.0606589546774746e-05]","[7.406424176133687, 14.911596787132234, 3.9188254635718582]","[265.8906731452952, 182.1161391240846, 243.63265764433248]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[7196856.730011513, 7196856.730011514, 7196856.730011515]","[0.5843526980554816, 0.7850930547521855, 0.5195856648343221]","[0.2500000014139874, 0.15798112039896073, 0.1779124287290889]","[0.10532074693264047, 0.08895621436454446, 0.1500414696496346]","[180.0, 120.0, 60.0]"
19.00168620844212,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.8312388238290354, 1.2838371814077818, 1.0758761807679509]","[-519683.4529156183, -703852.5665711982, -440133.6882799369]","[3.091254595951463e-05, 3.06798311234226e-05, 3.0601182834619156e-05]","[12.66575259549223, 25.192088539962818, 5.678553771618868]","[258.6944034496999, 169.16651594100173, 236.38906449150159]","[19.00168620844212, 19.00168620844212, 19.00168620844212]","[10000000.0, 9999999.999999998, 10000000.000000002]","[0.866139088192697, 1.173087610951997, 0.7335561471332283]","[0.2500000014139874, 0.14657058477780963, 0.16849705135351722]","[0.09771372318520642, 0.08424852567675861, 0.15004143837921996]","[180.0, 120.0, 60.0]"
23.535468936502525,100000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.5054693264866261, 1.3027239907107289, 1.1691811121946492]","[-4316.1013155090495, -5679.6068518729835, -4190.478368689939]","[3.834758131079531e-05, 3.80930088672737e-05, 3.7923745744709586e-05]","[0.06988988375866997, 0.14108015933414797, 0.050108134375970004]","[280.8546886734832, 209.91347761706805, 259.77109825327085]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[100000.0, 100000.00000000001, 100000.0]","[0.007193502192515083, 0.009466011419788306, 0.0069841306144832315]","[0.2500000014139874, 0.1819673175370263, 0.19877709600644566]","[0.1213115450246842, 0.09938854800322283, 0.15004156374355368]","[180.0, 120.0, 60.0]"
23.535468936502525,138949.5494373139,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.5058950735034087, 1.3024419895032362, 1.1687273310708095]","[-6000.8353939614, -7897.738215779507, -5823.727736723002]","[3.834739594218964e-05, 3.8092687428397924e-05, 3.792366171954891e-05]","[0.09729965267884708, 0.1964337904084559, 0.06965611474460427]","[280.7752344342198, 209.75862830225378, 259.6771437416255]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[138949.54943731386, 138949.54943731384, 138949.5494373139]","[0.010001392323268998, 0.013162897026299178, 0.009706212894538336]","[0.2500000014139874, 0.18183729054659334, 0.1986561854133848]","[0.12122486036439555, 0.0993280927066924, 0.15004156349965736]","[180.0, 120.0, 60.0]"
23.535468936502525,193069.77288832495,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.5064877986929255, 1.3020494868533121, 1.1680965151966773]","[-8345.167995261238, -10985.392604138005, -8094.126255738654]","[3.834713766408192e-05, 3.809223981029651e-05, 3.792354483586731e-05]","[0.13556207827229344, 0.27372638792203674, 0.09684703225133673]","[280.66465810816226, 209.54319623748722, 259.5464810600916]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[193069.77288832492, 193069.77288832498, 193069.77288832492]","[0.013908613325435398, 0.018308987673563343, 0.013490210426231091]","[0.2500000014139874, 0.1816563519316979, 0.19848802700223472]","[0.12110423462113191, 0.09924401350111736, 0.15004156315969558]","[180.0, 120.0, 60.0]"
23.535468936502525,268269.57952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.5073136223088972, 1.3015028191454256, 1.1672194396290227]","[-11609.213317008804, -15286.48634669174, -11250.78289586766]","[3.834677741016202e-05, 3.8091615945788174e-05, 3.792338217280856e-05]","[0.18907160050942845, 0.3818615807090886, 0.13468510775471298]","[280.510673257101, 209.24333170556307, 259.3647064832228]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[268269.5795279727, 268269.57952797273, 268269.57952797273]","[0.01934868886168134, 0.025477477244486235, 0.018751304826446102]","[0.2500000014139874, 0.18140442131568432, 0.19825407406893913]","[0.12093628087712288, 0.09912703703446957, 0.15004156268524493]","[180.0, 120.0, 60.0]"
23.535468936502525,372759.3720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.5084654451965587, 1.3007407242816633, 1.1659996618320738]","[-16157.443958238227, -21283.86352728084, -15640.720713181508]","[3.834627415670172e-05, 3.8090745394924315e-05, 3.7923155661785486e-05]","[0.26409512491860176, 0.5335545067554007, 0.18737057278206184]","[280.296052015929, 208.82565666086103, 259.11170637785165]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[372759.37203149375, 372759.3720314938, 372759.3720314937]","[0.02692907326373038, 0.0354731058788014, 0.026067867855302514]","[0.2500000014139874, 0.18105335999822192, 0.19792842068580505]","[0.12070223999881462, 0.09896421034290252, 0.15004156202195762]","[180.0, 120.0, 60.0]"
23.535468936502525,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.5100743684652835, 1.2996769173020584, 1.1643026786351311]","[-22502.282066651354, -29658.202552740415, -21747.857341774034]","[3.834556964861102e-05, 3.808952857327573e-05, 3.792283997264113e-05]","[0.3696598893674805, 0.7471533990742109, 0.26079035669397677]","[279.99655051902926, 208.24332509650029, 258.7593386984299]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[517947.4679231212, 517947.4679231213, 517947.46792312124]","[0.03750380344441893, 0.04943033758790069, 0.03624642890295672]","[0.2500000014139874, 0.1805636048335215, 0.19747480688280505]","[0.12037573655568098, 0.09873740344140253, 0.15004156109243352]","[180.0, 120.0, 60.0]"
23.535468936502525,719685.6730011514,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.5123265387106932, 1.298189210456072, 1.161940626711837]","[-31367.602553155797, -41374.61900187574, -30247.983530225556]","[3.834458045452471e-05, 3.8087823741364206e-05, 3.792239947238668e-05]","[0.5189504884394398, 1.0495148719982235, 0.36322433704117596]","[279.5778783983811, 207.43032603918738, 258.26812057369625]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[719685.6730011515, 719685.6730011513, 719685.6730011515]","[0.052279337588592996, 0.06895769833645957, 0.05041330588370926]","[0.2500000014139874, 0.1798792675840919, 0.19684233366650272]","[0.11991951172272793, 0.09842116683325136, 0.15004155978538833]","[180.0, 120.0, 60.0]"
23.535468936502525,1000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.515488544412766, 1.2961032474444534, 1.158650560485714]","[-43782.984353270855, -57812.6951258442, -42086.78280558444]","[3.8343185659160445e-05, 3.8085427261882394e-05, 3.792178379375705e-05]","[0.7315945303346532, 1.480719437955208, 0.5063761928992258]","[278.9911874706577, 206.29311907592884, 257.5824454217116]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[999999.9999999998, 999999.9999999999, 1000000.0]","[0.07297164058878476, 0.096354491876407, 0.07014463800930738]","[0.2500000014139874, 0.178920873282565, 0.19595926315784368]","[0.11928058218837667, 0.09797963157892184, 0.15004155793870422]","[180.0, 120.0, 60.0]"
23.535468936502525,1389495.494373136,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.5199468384149055, 1.293167515641256, 1.1540633397378688]","[-61227.29485391096, -80967.36144240938, -58591.529182556136]","[3.8341207090716094e-05, 3.808204273677993e-05, 3.792092126863632e-05]","[1.0375897038379038, 2.1021771069761863, 0.7069079517784221]","[278.16618083850614, 204.69809524287376, 256.62357604717243]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[1389495.4943731357, 1389495.494373136, 1389495.4943731357]","[0.10204549142318492, 0.13494560240401562, 0.09765254863759355]","[0.2500000014139874, 0.17757433829205696, 0.19472391003236547]","[0.11838289219470462, 0.09736195501618274, 0.15004155531189295]","[180.0, 120.0, 60.0]"
23.535468936502525,1930697.7288832497,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.5262713491946824, 1.2890135229884314, 1.1476585166863806]","[-85855.58259835014, -113771.40047271343, -81633.06047871921]","[3.833837603154465e-05, 3.8077230882134376e-05, 3.791970898377289e-05]","[1.484474413631669, 3.0113795450635594, 0.9887883823957074]","[277.0002131440382, 202.4522401387344, 255.27917744747887]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[1930697.7288832497, 1930697.72888325, 1930697.7288832502]","[0.1430926376639169, 0.1896190007878557, 0.13605510079786537]","[0.2500000014139874, 0.1756736867121893, 0.19299098060835812]","[0.11711579114145952, 0.09649549030417906, 0.15004155153919166]","[180.0, 120.0, 60.0]"
23.535468936502525,2682695.7952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.5353234856288962, 1.2830891242513824, 1.1386978214453367]","[-120876.5596608738, -160640.59972038405, -113865.11222204368]","[3.833427371608521e-05, 3.807032410006969e-05, 3.7917997313400066e-05]","[2.15145275515698, 4.370681137571304, 1.3870288887483948]","[275.3402194520998, 199.27215640194083, 253.38727790676182]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[2682695.795279727, 2682695.7952797273, 2682695.7952797273]","[0.201460932768123, 0.2677343328673068, 0.18977518703673948]","[0.2500000014139874, 0.17297273461410842, 0.19055051994879604]","[0.11531515640940561, 0.09527525997439802, 0.15004154604485248]","[180.0, 120.0, 60.0]"
23.535468936502525,3727593.720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.5484520954328613, 1.2745393225247268, 1.126125101786117]","[-171227.99695054363, -228460.9736798578, -159087.93663580064]","[3.8328216567587265e-05, 3.8060271994109715e-05, 3.7915565166050046e-05]","[3.1800211335363913, 6.468470419230328, 1.9539553560764609]","[272.95081646987467, 194.73189056646393, 250.71093980321848]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[3727593.7203149376, 3727593.7203149367, 3727593.7203149376]","[0.2853799949175727, 0.3807682894664297, 0.2651465610596677]","[0.2500000014139874, 0.16909593158077976, 0.1870943669732141]","[0.11273062105385316, 0.09354718348660705, 0.15004153787872257]","[180.0, 120.0, 60.0]"
23.535468936502525,5179474.6792312125,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.5678804205865404, 1.2619740332413247, 1.1084142831473556]","[-244916.39708251646, -328548.08655469184, -222823.68049797416]","[3.831901246007183e-05, 3.804534221060502e-05, 3.791207994663211e-05]","[4.849219888088365, 9.864010881936212, 2.7705283803857474]","[269.4532300779325, 188.16953138222763, 246.89737675357634]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[5179474.679231212, 5179474.67923121, 5179474.679231212]","[0.4081939951375274, 0.5475801442578196, 0.37137280082995694]","[0.2500000014139874, 0.1634464961418967, 0.18216108566910302]","[0.10896433076126447, 0.09108054283455151, 0.1500415253682684]","[180.0, 120.0, 60.0]"
23.535468936502525,7196856.730011513,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.597547432366297, 1.2429653329891346, 1.0833644884414648]","[-356089.61277088587, -481022.917007802, -313274.5713650541]","[3.830437954922823e-05, 3.80225095003975e-05, 3.7907042387212204e-05]","[7.794477106658743, 15.78085286558585, 3.968562467009179]","[264.19722140526846, 178.51241045355175, 241.41790227925262]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[7196856.730011512, 7196856.730011513, 7196856.730011515]","[0.5934826879514764, 0.80170486167967, 0.5221242856084236]","[0.2500000014139874, 0.15502142273873598, 0.1750503436847642]","[0.10334761515915733, 0.0875251718423821, 0.1500415053161038]","[180.0, 120.0, 60.0]"
23.535468936502525,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.6448188964844603, 1.212922886482199, 1.0484503056952037]","[-533385.235634764, -725432.4757309328, -442790.73756594496]","[3.827952437320576e-05, 3.798659170983525e-05, 3.78999384864357e-05]","[13.791497854102095, 27.311364517170688, 5.770626812216349]","[256.01847419592843, 164.0783168075302, 233.6506975366392]","[23.535468936502525, 23.535468936502525, 23.535468936502525]","[9999999.999999998, 10000000.0, 10000000.0]","[0.8889753927246067, 1.2090541262182213, 0.7379845626099082]","[0.2500000014139874, 0.1421064816455892, 0.16486953661645873]","[0.0947376544303928, 0.08243476830822936, 0.1500414715067474]","[180.0, 120.0, 60.0]"
29.151007546634403,100000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3915810007619376, 1.2384684097854717, 1.1326460820751998]","[-4317.119869764922, -5697.560131203323, -4195.569682200282]","[4.749715963439959e-05, 4.718022549379516e-05, 4.6971478715851236e-05]","[0.0699850071475052, 0.14237979973629417, 0.050252727260843275]","[280.8630577112141, 209.50391338278388, 259.2455560869669]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[100000.0, 100000.0, 100000.0]","[0.007195199782941538, 0.009495933552005538, 0.006992616137000471]","[0.2500000014139874, 0.18182864392503717, 0.198153124634268]","[0.12121909595002477, 0.099076562317134, 0.15004159368451828]","[180.0, 120.0, 60.0]"
